aboard,cn_in,date,fatalities,flight,ground,location,operator,registration,route,summary,time,type
16.0,810636,1040976000,1.0,,0.0,"Anjouan, Comoros Islands",Ocean Airlines,9XR-RB,Moroni Hahaya - Anjouan,Crashed in mountains while on approach in inclement weather.,15:00,Let 410UVP
80.0,E-3241,1042012800,75.0,634,0.0,"Diyarbakir, Turkey",Turkish Airlines (THY),TC-THG,Istanbul - Ankara - Diyarbakir,The aircraft crashed and broke-up 130 feet short of the runway threshold while attempting to land in heavy fog.  Visibility was less than 200 feet.,20:28,BAe Avro RJ-100
21.0,UE-233,1042012800,21.0,5481,0.0,"Charlotte, North Carolina",US Air Express/Air Midwest,N233YV,"Charlotte, NC - Greer, SC","The commuter plane was not able to maintain altitude after taking off from Charlotte-Douglas International Airport and crashed into the side of a hanger and burst into flames. The weather was clear, cold and windy, with greater than 10 miles visibility at the time of the accident. The airplane's loss of pitch control during takeoff was the result of incorrect rigging of the elevator control system compounded by the airplane's center of gravity, which was substantially aft of the certified aft limit. Contributing to the cause of the accident was: (1) Air Midwest's lack of oversight of the work being performed at the Huntington, West Virginia, maintenance station, (2) Air Midwest's maintenance procedures and documentation, (3) Air Midwest's weight and balance program at the time of the accident, (4) the Raytheon Aerospace quality assurance inspector's failure to detect the incorrect rigging of the elevator system, (5) the FAA's average weight assumptions in its weight and balance program guidance at the time of the accident and (6) the FAA's lack of oversight of Air Midwest's maintenance program and its weight and balance program.",08:53,Beech BE-1900D
46.0,11100,1042099200,46.0,222,0.0,"Near Chachapoyas, Peru",TANS Airlines,OB-1396,Chiclayo - Chachapoyas,"The aircraft crashed into 11,500 ft. Coloque mountain at an altitude of 7,550 ft., about 30 minutes after leaving Chiclayo and three minutes from landing at Chachapoyas. Controlled flight into terrain. Crew did not follow standard procedures. Lack of communication between the crew.",08:43,Fokker 28 Fellowship 1000
7.0,89901508,1042790400,7.0,,0.0,"Near Ndjolé, Gabon",Aerocom,ER-AFT,Brazzaville - Douala,"On a positioning flight the plane, over Gabon, had problems with its navigation equipment, circled the airport 4 times before crashing into a wooded hillside.",,Antonov 24B
13.0,158,1043395200,3.0,,0.0,"Busia, Kenya",African Commuter Services,5Y-EMJ,Busia - Nairobi,"The plane failed to gain altitude during takeoff, hit power lines and crashed inverted into a house. Kenyan Labor Minister, Ahmed Khalif and the two pilots were killed. The plane was grossly overloaded. The plane which weighed 16 tons, was taking off from an airstrip designed for aircraft weighing less than 5.7 tons.",16:45,Grumman G-159 Gulfstream I
6.0,0053465941,1044000000,6.0,,0.0,"Baucau, East Timor",Euro Asia Aviation,RDPL-34141,Macau - Baucau,The cargo plane struck ground 2 km short of the runway in heavy fog. The flight crew did not comply with the published non-precision instrument approach. The flight crew conducted user-defined non-precision instrument approaches to Runway 14 at Baucau during flight in instrument meteorological conditions. The pilot in command permitted the aircraft to descend below the MDA.,15:21,Ilyushin II-76TD
8.0,9346405,1044604800,8.0,,0.0,"Near Agadir, Morocco",Volare Aviation Enterprise,UR-LIP,Agadir - Algiers,"Crashed in the Atlas mountain range at 9,900 feet while en route.",,Antonov 12BP
3.0,1AJ006-04,1044864000,2.0,827,0.0,"Tallinn, Estonia",Enimex,ES-NOY,Tallinn - Helsinki,"Shortly after takeoff, the aircraft stalled, crashed and burst into flames in a wooded area. Engine failure.",19:42,Antonov AN-28
7.0,421-0051,1045382400,3.0,,0.0,"Ferguson, Kentucky",Air Taxi - Great Northern Aircraft Co.,N421TJ,"Griffith-Merrill, IN - Somerset, KY","The aircraft was destroyed during a collision with trees and terrain in Ferguson, Kentucky, while on an instrument approach to Somerset-Pulaski County Airport. The pilot's failure to follow the instrument approach procedure, which resulted in an early descent into trees and terrain. Factors included the low ceiling and the night lighting conditions.",20:02,Cessna 421
275.0,63471155,1045641600,275.0,,0.0,"Near Shahdad, Iran",Military - IslamiRevolution's Guards Corps,15-22,Zahedan - Kerman,"The plane crashed into an 11,500 ft.  mountain in poor weather, about 20 miles from its destination of Kerman. Besides the 18 crew members, the victims included Iran's Revolutionary Guard.",17:30,Ilyushin Il-76MD
17.0,10254,1045728000,17.0,-,0.0,"Near Kohat, Pakistan",Military - Pakistan Air Force,10254,Islamabad - Kohat,"The plane crashed into a mountainside in a remote region near the town of Kohat, about 250 kilometers northwest of Islamabad. Among those killed was Air Force chief Mushaf Ali Mir.  Pilot error. Pilot's premature descent below minima which resulted in the aircraft hitting a cloud covered ridge at 3,000 feet above sea level.",08:52,Fokker F-27 Friendship 200
25.0,831109,1046505600,11.0,-,0.0,"Near Barki, Russia",Private - Kabanov - skydiving,FLARF-01032,Skydiving,"While carrying a group of parachute jumpers, the aircraft began to disintegrate in mid-air while flying at an altitude of about 10,000 ft. The tail and left wing separated from the plane before it crashed into an area of deep snow. Many of the skydivers were able to jump out of the plane to safely before it crashed.",14:25,Let L-410UVP
103.0,22700/885,1046937600,102.0,6289,0.0,"Tamanrasset, Algeria",Air Algerie,7T-VEZ,Tamanrasset - Algiers,"The starboard engine caught fire and failed while the plane was attempting to take off. The aircraft continued about 2,000 ft. past the end of the runway and crashed. The accident was caused by the loss of an engine during a critical phase of flight, the non-retraction of the landing gear after the engine failure, and the Captain, the pilot not flying, taking over control of the airplane before having clearly identified the problem.",15:45,Boeing B-737-2T4
16.0,261,1048752000,4.0,,0.0,"Mulia, Indonesia",PT Air Regional,PK-WAY,Mulia - Wamena,"Crashed into a 7,000 ft. mountain three minutes after after taking off.",12:30,de Havilland Canada DHC-6 Twin Otter
3.0,E-348,1048838400,3.0,-,0.0,"New Vienna, Iowa",Morris Hancock Flying Club - Charter,N1636W,"Aurora, IL - Morris, MN","The aircraft, owned by a flying club as a rental airplane, was destroyed following an uncontrolled descent into terrain about 2 miles west of New Vienna, Iowa. The improper planning/decision by the pilot to fly into forecast icing  conditions with an airplane not equipped with a certified deicing system. Also casual to the accident was the continued flight in known icing conditions and the pilot not performing flight to an alternate destination. A contributing factor was the pilot's lack of qualification as an air carrier.",15:49,Beech A36
200.0,0063467003,1052377200,129.0,,0.0,"Near Kinshasa, Congo",Ukrainian Cargo Airlines -  Congolese Army Charter,UR-UCB,Kinshasa - Lubumbashi,"A large number of military personnel and their family members were sucked out of the plane after the aircraft's back ramp accidentally dropped open in flight. The ramp opened as the pressure system broke down. The crew managed to control the plane and turn it around and land at Kinshasa airport following the accident, which took place 45 minutes into the flight. There is a wide discrepancy in the number killed ranging from 0 to 250.",,Illyushin 76
75.0,2042181195,1053932400,75.0,4230,0.0,"Near Macka, Turkey",Ukranian-Mediterranean Airlines,UR-42352,"Kabul, Afghanistan - Trabzon, Turkey - Zaragoza, Spain",The plane struck the side of a steep mountain in heavy fog on its third attempt to land at Trabzon to refuel. The pilot reported not being able to see the runway on the first two attempts.  The aircraft charter was carrying Spanish peacekeeping forces back to Zaragoza.,04:45,Yakovlev 42D
4.0,18502037,1054105200,4.0,,0.0,"Talkeetna, Alaska",McKinley Air Service - Air Taxi,N70176,,"The airplane was destroyed during a collision with snow-covered glacial terrain following a loss of control during cruise flight, about 40 miles north-northwest of Talkeetna, Alaska. The airplane was being operated as a visual flight rules. The pilot's failure to maintain adequate airspeed which resulted in an inadvertent stall, an uncontrolled descent and in-flight collision with terrain. A factor associated with the accident was rising terrain",13:30,Cessna 185
2.0,45-093,1054450800,2.0,,0.0,"Milan, Italy",Eurojet Italila,I-ERJC,Milan - Genoa - Farnborough,Shortly after taking off the jet nosed into the ground. Malfunction of the trim tab system.,15:26,Gates Learjet 45
5.0,,1054710000,5.0,,0.0,"Near Oiapoque,  Brazil",Air Taxi - Marco Zero Air Taxi,PT-EPH,Oiapoque - Macapa,Forty miles into it flight the aircraft crashed into the Amazon forest. The aircraft was not certified for IFR flight. Heavy cloud cover existed along the flight route.,,EMB 721C Sertanejo
10.0,31-7405203,1054882800,8.0,-,0.0,"Christchurch, New Zealand",Charter - Air Adventures New Zealand Ltd,ZK-NCA,Palmerston North - Christchurch,"The aircraft crashed short of the runway in fog while on approach to Christchurch Airport. The plane crashed two kilometers from the airport, hitting a farm hedge and sliding across a paddock before smashing into a row of trees.",19:15,Piper PA-31-350 Navajo Chieftain
4.0,,1055314800,4.0,,0.0,"Belo Horizonte, Brazil",Astro Air Taxi,PT-EHH,,"After takeoff, the pilot reported low pressure of oil  in an engine and  decided to return to the airport. The plane made a 270 degree turn in the final approach, stalled  and crashed to the ground.",,Embraer 820C Navajo
4.0,570137D,1055660400,4.0,,0.0,"Volcano, Hawaii",Paradise Tour Helicopters,N4493M,Sightseeing,"The helicopter impacted a lava field on the Pulama Pali in the Volcanoes National Park, Volcano, Hawaii.  A loss of engine power due to the fatigue fracture and separation of the compressor coupling adapter. The fatigue fracture was initiated by fretting on the pilot diameter due to both the inadequate design of the coupling and the coaxial misalignment of the spur adapter gear, compressor-coupling adapter, and compressor impeller during recent engine maintenance where the gearbox was removed and replaced. A factor in the accident was the unsuitable nature of the terrain to make an emergency landing.",09:35,McDonnell Douglas 369D
24.0,7377,1056265200,1.0,5672,0.0,"Near Brest, France",Brit Air,F-GRJS,Nantes - Brest,"The aircraft crashed onto a road and caught fire 1 km from Brest-Guipavas Airport in France's Brittany region, killing the pilot and injuring three others. There were thunderstorms in the area with 800 meters visibility at the time the accident took place.",23:55,Canadair CRJ-100ER
7.0,,1056524400,7.0,,0.0,"Near Rudshour, Iran",Military - IslamiRepubliof Iran Air Force,,,Nose dived into the ground shortly after takeoff near the Shur River.,13:00,Lockheed C-130 Hercules
3.0,18052039,1056524400,3.0,,0.0,"Anchor Point, Alaska",Hallo Bay Air - Air Taxi,N91303,"Hallo Bay, AK - Homer, AK","The airlpane is presumed to have collided with the ocean waters of the Cook Inlet, about 7 miles southwest of Anchor Point, Alaska. No wreckage has been located, and the airplane is presumed to be destroyed. A fatally injured passenger was located on July 3, in ocean waters near Anchor Point. An in-flight collision with water for an undetermined reason.",15:50,Cessna 180H
4.0,208B-0549,1056610800,4.0,,0.0,"Near Rooisand Desert Ranch, Namibia",ComvaAviation,V5-CAS,,Shortly after taking off the air ambulance hit a hill side in the Gamsberg Mountains.,19:30,Cessna 208B Grand Caravan
